CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
16671,3,875,28,1692.3,564.1,3,27.2,3,0,0.0
16775,11,439,10,1691.5,153.8,84,2.29,11,0,0.0
13763,3,725,63,1689.5,563.2,17,6.75,3,2,0.67
12610,6,1014,22,1686.2,281.0,83,0.99,6,2,0.33
17282,3,1866,130,1685.5,561.8,79,1.92,3,0,0.0
15380,6,374,8,1682.4,280.4,22,9.92,6,1,0.17
13924,11,1532,1,1682.1,152.9,91,0.52,11,5,0.45
12764,1,380,316,1681.3,1681.3,44,0.0,1,0,0.0
17147,6,878,22,1679.6,279.9,70,3.44,6,2,0.33
12843,9,752,65,1678.2,186.5,68,1.88,9,1,0.11
17750,9,3687,5,1676.6,186.3,99,0.88,9,0,0.0
16638,11,1254,22,1676.5,152.4,92,3.68,11,1,0.09
12584,17,304,3,1676.2,98.6,40,2.47,17,8,0.47
17193,9,1238,35,1674.5,186.1,17,4.15,9,2,0.22
16007,4,1349,47,1673.1,418.3,216,0.45,4,0,0.0
16791,8,750,29,1672.4,209.1,216,0.97,8,1,0.13
14245,5,955,176,1670.8,334.2,106,0.79,5,3,0.6
15947,1,890,82,1668.6,1668.6,28,0.0,1,0,0.0
17656,5,1387,73,1666.9,333.4,66,0.69,5,0,0.0
12912,5,670,2,1662.3,332.5,17,1.65,5,0,0.0
15214,8,1254,1,1661.4,207.7,109,2.21,8,0,0.0
13149,4,1256,14,1660.5,415.1,74,3.31,4,0,0.0
14045,4,535,109,1659.8,414.9,4,52.8,4,0,0.0
13577,5,771,25,1658.3,331.7,61,2.57,5,1,0.2
12523,13,856,1,1655.6,127.4,83,3.14,13,2,0.15
16711,5,833,3,1651.0,330.2,18,16.86,5,0,0.0
15950,5,705,1,1649.8,330.0,84,3.65,5,1,0.2
15826,4,962,51,1649.4,412.4,64,2.34,4,1,0.25
15240,7,1353,44,1646.0,235.1,59,4.09,7,2,0.29
13162,5,1663,122,1645.0,329.0,73,2.68,5,1,0.2
15002,4,862,115,1641.8,410.4,93,2.21,4,0,0.0
17043,4,958,32,1640.2,410.1,95,2.44,4,0,0.0
15549,4,681,77,1640.2,410.1,103,2.12,4,1,0.25
16813,10,1475,8,1639.0,163.9,245,0.47,10,0,0.0
15024,10,902,9,1636.4,163.6,105,2.37,10,0,0.0
17813,7,725,14,1635.2,233.6,292,0.16,7,2,0.29
15953,10,884,15,1632.4,163.2,65,3.5,10,2,0.2
17754,6,1767,0,1632.3,272.1,82,2.92,6,1,0.17
14164,2,1033,70,1631.8,815.9,28,0.36,2,0,0.0
16398,4,745,144,1631.2,407.8,75,1.28,4,2,0.5
17451,10,1174,1,1629.1,162.9,82,0.99,10,3,0.3
15827,20,839,73,1628.7,81.4,71,2.28,20,6,0.3
17873,6,986,80,1624.8,270.8,23,6.81,6,1,0.17
16515,5,826,52,1624.1,324.8,89,2.35,5,0,0.0
17101,4,815,10,1621.7,405.4,28,4.1,4,0,0.0
15241,9,1774,66,1621.6,180.2,77,2.11,9,1,0.11
14837,5,1382,89,1621.0,324.2,94,1.06,5,1,0.2
12383,6,1515,184,1617.3,269.6,83,1.79,6,1,0.17
12528,8,702,9,1617.2,202.2,47,3.52,8,2,0.25
16987,7,401,3,1616.8,231.0,74,1.59,7,0,0.0
15050,5,1168,25,1616.8,323.4,66,0.61,5,2,0.4
15122,6,788,85,1612.1,268.7,65,2.47,6,3,0.5
12645,5,1064,33,1611.4,322.3,57,4.1,5,1,0.2
13184,12,1629,14,1610.4,134.2,136,1.55,12,2,0.17
13647,5,862,9,1610.2,322.0,64,2.92,5,1,0.2
14918,2,675,115,1610.1,805.0,39,0.89,2,0,0.0
15172,5,1610,8,1609.0,321.8,105,2.11,5,0,0.0
16115,8,983,9,1608.8,201.1,166,1.04,8,0,0.0
12868,6,928,185,1607.1,267.8,72,1.77,6,0,0.0
15791,3,730,43,1604.4,534.8,66,2.15,3,1,0.33
13627,7,1262,59,1604.2,229.2,83,3.24,7,2,0.29
14759,3,565,4,1599.4,533.1,91,2.3,3,0,0.0
14312,6,1010,46,1598.3,266.4,73,3.42,6,0,0.0
12457,11,686,58,1597.8,145.3,52,2.87,11,5,0.45
18161,6,806,10,1593.0,265.5,48,3.91,6,1,0.17
14970,4,250,68,1592.1,398.0,24,7.52,4,0,0.0
14573,13,528,179,1590.1,122.3,127,0.83,13,4,0.31
13850,2,941,88,1586.8,793.4,93,0.44,2,1,0.5
12393,4,816,72,1582.6,395.6,47,4.13,4,0,0.0
16466,7,783,33,1579.5,225.6,102,1.8,7,0,0.0
16889,3,925,194,1578.7,526.2,112,1.06,3,0,0.0
12423,9,1294,0,1578.2,175.4,94,3.1,9,1,0.11
14178,7,1485,8,1577.0,225.3,188,0.56,7,0,0.0
14587,10,744,18,1575.9,157.6,168,0.85,10,1,0.1
14336,4,1683,16,1575.8,393.9,74,3.02,4,0,0.0
18178,6,979,113,1573.4,262.2,80,2.56,6,2,0.33
16332,8,789,28,1572.8,196.6,125,1.83,8,1,0.13
16992,6,845,10,1571.3,261.9,83,3.26,6,1,0.17
15332,4,616,366,1569.3,392.3,27,0.09,4,0,0.0
16496,4,1091,8,1562.2,390.6,92,3.21,4,1,0.25
18239,5,795,218,1561.6,312.3,80,1.77,5,0,0.0
14038,4,963,78,1554.5,388.6,64,1.4,4,1,0.25
14937,3,468,56,1553.9,518.0,32,2.31,3,0,0.0
15111,3,704,29,1552.2,517.4,69,4.18,3,0,0.0
15660,12,1037,25,1552.0,129.3,55,3.66,12,3,0.25
17085,6,783,123,1550.8,258.5,116,1.28,6,1,0.17
15117,6,1947,14,1550.1,258.3,63,2.54,6,1,0.17
13614,4,549,24,1549.0,387.3,166,1.63,4,0,0.0
14719,6,1005,1,1548.0,258.0,170,1.1,6,1,0.17
15611,13,496,9,1547.4,119.0,22,7.74,13,2,0.15
14441,10,430,0,1545.1,154.5,45,6.29,10,6,0.6
14442,5,475,1,1544.6,308.9,59,4.7,5,3,0.6
16369,3,1026,18,1543.3,514.4,90,1.56,3,0,0.0
17284,7,1323,60,1542.2,220.3,223,0.98,7,1,0.14
17673,7,1439,1,1539.3,219.9,114,1.49,7,1,0.14
16676,5,607,33,1538.3,307.7,74,3.38,5,1,0.2
16365,9,503,17,1537.9,170.9,44,7.14,9,0,0.0
13634,5,694,33,1536.9,307.4,154,1.61,5,0,0.0
17159,4,1110,21,1534.7,383.7,96,1.49,4,1,0.25
14321,5,2406,10,1530.7,306.1,111,2.65,5,0,0.0
16283,7,1220,5,1529.8,218.5,116,1.22,7,2,0.29
12865,3,873,26,1528.3,509.4,86,3.54,3,1,0.33
12371,1,582,59,1528.0,1528.0,62,0.0,1,0,0.0
15620,6,899,50,1524.4,254.1,92,2.99,6,3,0.5
13849,2,1010,51,1522.6,761.3,96,1.2,2,0,0.0
13814,3,854,56,1522.5,507.5,36,1.45,3,1,0.33
16066,5,935,16,1521.0,304.2,77,1.08,5,0,0.0
12877,12,1170,3,1520.3,126.7,97,2.37,12,0,0.0
16790,8,892,3,1520.1,190.0,88,0.36,8,2,0.25
13213,6,1357,56,1518.4,253.1,82,1.57,6,1,0.17
16748,5,880,17,1515.9,303.2,42,4.66,5,0,0.0
16053,2,1793,32,1511.9,756.0,81,1.08,2,0,0.0
13659,3,855,197,1510.1,503.4,92,1.17,3,1,0.33
17930,5,1486,35,1508.3,301.7,25,5.83,5,0,0.0
15265,2,612,151,1506.1,753.0,76,1.04,2,0,0.0
15625,8,1166,100,1504.6,188.1,44,2.01,8,4,0.5
12937,4,1007,15,1504.3,376.1,81,2.12,4,0,0.0
17152,4,477,194,1503.5,375.9,9,4.6,4,1,0.25
15365,8,741,25,1503.3,187.9,62,2.04,8,1,0.13
16244,2,851,211,1503.0,751.5,87,1.81,2,0,0.0
16910,8,874,4,1502.5,187.8,314,0.16,8,0,0.0
15701,4,885,2,1501.5,375.4,190,0.48,4,0,0.0
13186,5,796,39,1500.1,300.0,67,1.1,5,2,0.4
13764,3,915,70,1498.3,499.4,180,1.32,3,0,0.0
13107,5,1276,44,1493.5,298.7,53,4.98,5,1,0.2
16279,4,1044,21,1489.9,372.5,104,2.92,4,1,0.25
17553,1,1048,129,1487.6,1487.6,2,0.0,1,0,0.0
16395,5,1472,60,1482.1,296.4,150,1.32,5,0,0.0
18016,5,1027,32,1477.7,295.5,90,2.74,5,0,0.0
14878,9,799,12,1476.1,164.0,62,2.86,9,0,0.0
17997,12,2063,74,1475.5,123.0,132,0.52,12,4,0.33
13692,4,1225,24,1473.4,368.4,48,4.0,4,1,0.25
14963,5,1159,9,1472.3,294.5,149,0.91,5,0,0.0
17837,10,492,42,1470.9,147.1,106,0.76,10,2,0.2
16434,7,755,29,1466.4,209.5,86,2.62,7,0,0.0
15473,10,552,14,1465.2,146.5,4,3.54,10,3,0.3
15983,4,886,22,1465.1,366.3,82,3.16,4,0,0.0
12882,2,246,9,1463.0,731.5,12,2.0,2,0,0.0
12530,5,891,59,1461.6,292.3,50,4.4,5,1,0.2
16359,12,1154,7,1460.4,121.7,39,4.7,12,3,0.25
14246,3,798,110,1458.8,486.3,56,1.85,3,0,0.0
16880,7,733,30,1458.3,208.3,118,0.94,7,0,0.0
13425,3,1050,108,1458.0,486.0,63,2.51,3,0,0.0
15906,8,533,19,1458.0,182.3,113,1.59,8,1,0.13
12349,1,630,18,1457.5,1457.5,72,0.0,1,0,0.0
17002,4,666,73,1457.2,364.3,39,4.62,4,1,0.25
13309,5,1544,7,1456.8,291.4,82,2.84,5,0,0.0
12635,2,1132,89,1453.3,726.6,92,0.69,2,0,0.0
14541,8,641,58,1453.3,181.7,71,2.51,8,0,0.0
13110,8,384,31,1452.9,181.6,109,1.93,8,1,0.13
16755,5,1036,114,1452.8,290.6,133,1.19,5,2,0.4
15530,4,920,21,1451.4,362.9,87,2.18,4,0,0.0
14229,5,590,51,1450.6,290.1,29,6.71,5,2,0.4
15532,6,495,25,1448.9,241.5,201,1.32,6,2,0.33
13750,5,420,53,1445.7,289.1,19,12.86,5,0,0.0
12826,8,1051,2,1445.6,180.7,57,4.03,8,1,0.13
14567,3,394,35,1445.3,481.8,32,2.97,3,1,0.33
13461,3,1170,38,1445.0,481.7,14,4.81,3,0,0.0
17073,4,758,17,1444.8,361.2,141,0.53,4,0,0.0
14704,7,1025,19,1442.4,206.1,282,0.42,7,0,0.0
15916,10,740,16,1442.3,144.2,123,2.3,10,2,0.2
16016,10,600,3,1440.1,144.0,156,1.61,10,2,0.2
15392,5,1235,4,1439.2,287.8,71,4.51,5,1,0.2
16059,6,638,65,1438.3,239.7,125,1.73,6,0,0.0
14875,4,551,9,1437.9,359.5,45,5.38,4,2,0.5
12348,4,2332,75,1437.2,359.3,21,10.88,4,0,0.0
17590,3,814,2,1436.5,478.8,159,0.2,3,0,0.0
13397,5,402,72,1434.3,286.9,26,7.85,5,0,0.0
15987,7,1533,12,1432.8,204.7,110,2.8,7,0,0.0
14566,1,800,110,1432.0,1432.0,4,0.0,1,0,0.0
13475,4,1012,191,1431.8,357.9,64,1.26,4,0,0.0
17175,5,865,44,1430.9,286.2,42,4.0,5,1,0.2
15057,2,644,275,1428.3,714.1,24,1.74,2,0,0.0
16996,9,534,30,1427.5,158.6,14,8.2,9,3,0.33
13717,7,1946,32,1427.2,203.9,91,2.63,7,1,0.14
16817,13,758,2,1427.2,109.8,75,3.94,13,4,0.31
18093,4,1068,93,1426.1,356.5,26,8.04,4,0,0.0
12377,2,894,315,1425.7,712.9,67,0.55,2,0,0.0
15858,5,1162,15,1425.0,285.0,144,1.89,5,0,0.0
17571,4,875,50,1424.4,356.1,246,0.92,4,0,0.0
14740,4,729,191,1423.2,355.8,85,1.0,4,1,0.25
17063,11,763,8,1421.6,129.2,66,3.47,11,4,0.36
16503,5,567,106,1421.4,284.3,71,2.99,5,1,0.2
17288,7,1201,9,1417.6,202.5,118,2.51,7,0,0.0
15427,3,958,33,1416.1,472.0,230,0.05,3,0,0.0
12398,1,1385,45,1415.9,1415.9,83,0.0,1,0,0.0
16103,6,534,7,1414.0,235.7,29,4.91,6,0,0.0
13320,6,1032,70,1414.0,235.7,73,1.38,6,2,0.33
14035,5,738,28,1413.0,282.6,40,4.2,5,0,0.0
16394,9,2317,50,1412.1,156.9,61,2.41,9,4,0.44
12759,3,894,52,1411.4,470.5,80,2.45,3,0,0.0
13477,8,1006,37,1410.9,176.4,56,3.26,8,2,0.25
14404,7,819,33,1409.7,201.4,70,3.36,7,1,0.14
16348,7,789,32,1407.8,201.1,154,0.95,7,0,0.0
15106,7,1144,17,1407.7,201.1,90,2.5,7,2,0.29
12947,11,1157,143,1407.3,127.9,83,2.25,11,5,0.45
17083,3,772,109,1405.8,468.6,24,3.8,3,0,0.0
14414,8,2437,91,1402.8,175.3,75,2.87,8,1,0.13
13313,5,791,22,1402.3,280.5,45,4.59,5,0,0.0
14649,4,1003,4,1401.9,350.5,147,1.13,4,0,0.0
14443,7,931,53,1400.9,200.1,86,3.29,7,3,0.43
14741,6,841,11,1400.3,233.4,35,6.22,6,0,0.0
15478,2,575,40,1399.9,700.0,34,0.37,2,0,0.0
14019,4,1034,46,1399.0,349.8,37,1.37,4,1,0.25
15237,4,1059,1,1397.3,349.3,93,2.33,4,0,0.0
18202,3,581,199,1397.0,465.7,55,1.67,3,0,0.0
17090,5,651,4,1396.9,279.4,43,5.68,5,0,0.0
12407,5,1083,49,1396.2,279.2,54,3.21,5,0,0.0
17354,1,1006,50,1393.1,1393.1,15,0.0,1,0,0.0
18116,8,811,67,1392.0,174.0,227,0.81,8,0,0.0
15444,2,750,9,1391.8,695.9,187,0.15,2,0,0.0
13414,3,1574,133,1390.5,463.5,23,7.09,3,0,0.0
16539,4,477,2,1388.8,347.2,36,8.43,4,0,0.0
14233,5,659,43,1388.1,277.6,29,8.3,5,1,0.2
15134,8,887,14,1388.0,173.5,44,3.14,8,0,0.0
12381,4,753,4,1386.8,346.7,66,1.44,4,1,0.25
16173,7,567,15,1386.8,198.1,69,0.98,7,1,0.14
17311,2,1005,78,1384.8,692.4,55,4.41,2,0,0.0
16012,3,787,35,1384.7,461.6,85,1.32,3,0,0.0
14901,10,647,11,1384.4,138.4,71,3.88,10,1,0.1
13572,1,534,205,1384.3,1384.3,32,0.0,1,0,0.0
16271,5,1022,15,1383.7,276.7,89,2.66,5,1,0.2
16463,7,1135,21,1383.7,197.7,74,2.18,7,3,0.43
13995,6,867,15,1383.5,230.6,55,2.67,6,1,0.17
15051,3,1010,23,1383.4,461.1,130,0.9,3,0,0.0
14116,5,707,19,1382.7,276.5,61,1.44,5,0,0.0
14403,5,405,130,1381.0,276.2,16,4.88,5,1,0.2
17856,6,825,1,1378.8,229.8,11,18.67,6,2,0.33
15426,7,640,19,1378.1,196.9,219,1.25,7,2,0.29
14113,8,635,3,1377.9,172.2,26,9.0,8,4,0.5
15898,6,563,1,1377.1,229.5,69,4.42,6,1,0.17
15569,5,666,103,1375.7,275.1,27,7.63,5,0,0.0
14434,6,368,21,1372.8,228.8,3,4.64,6,0,0.0
15453,7,837,1,1371.8,196.0,169,0.67,7,0,0.0
13159,5,1044,8,1371.3,274.3,114,0.89,5,1,0.2
17676,6,922,4,1371.2,228.5,49,4.76,6,0,0.0
13308,4,840,22,1367.6,341.9,49,3.23,4,1,0.25
14897,4,468,7,1366.4,341.6,43,5.35,4,0,0.0
15095,5,1077,103,1364.7,272.9,30,2.08,5,1,0.2
12405,1,833,148,1360.6,1360.6,51,0.0,1,0,0.0
16726,5,945,26,1358.7,271.7,121,1.89,5,0,0.0
13516,3,980,21,1354.6,451.5,41,5.29,3,0,0.0
17054,6,802,28,1353.8,225.6,64,2.61,6,1,0.17
15128,7,1193,60,1353.5,193.4,71,1.59,7,3,0.43
17204,9,589,169,1352.9,150.3,47,2.8,9,5,0.56
16245,5,1008,23,1352.4,270.5,80,2.53,5,2,0.4
14859,5,669,12,1352.0,270.4,47,3.31,5,1,0.2
12770,1,743,210,1351.4,1351.4,12,0.0,1,0,0.0
12886,3,761,67,1351.1,450.4,75,1.79,3,1,0.33
14748,6,1205,29,1349.4,224.9,86,3.9,6,1,0.17
16389,5,1229,53,1347.3,269.5,32,6.97,5,1,0.2
12646,2,897,4,1347.0,673.5,43,1.02,2,0,0.0
14154,2,465,239,1345.6,672.8,52,0.0,2,0,0.0
16669,2,871,23,1344.5,672.3,140,0.36,2,0,0.0
12952,5,644,5,1343.2,268.6,63,0.95,5,1,0.2
13743,8,1775,2,1340.1,167.5,8,6.27,8,1,0.13
15398,3,767,16,1339.6,446.5,60,0.85,3,1,0.33
15734,2,346,114,1339.5,669.8,25,3.44,2,0,0.0
16079,3,858,16,1336.7,445.6,17,1.26,3,0,0.0
17621,4,510,21,1336.1,334.0,25,12.81,4,1,0.25
15680,3,952,9,1333.7,444.6,61,4.64,3,0,0.0
15116,4,644,17,1333.0,333.3,36,4.35,4,0,0.0
17932,3,789,29,1331.6,443.9,84,2.04,3,0,0.0
16295,4,841,9,1328.6,332.1,70,0.71,4,0,0.0
15059,11,602,40,1325.8,120.5,161,1.24,11,2,0.18
13396,4,592,21,1325.3,331.3,42,6.48,4,2,0.5
17372,8,742,40,1322.0,165.3,213,1.3,8,0,0.0
16317,3,886,119,1321.8,440.6,63,2.66,3,0,0.0
14591,4,1228,15,1320.2,330.1,138,1.13,4,0,0.0
16083,2,908,100,1317.6,658.8,31,8.67,2,0,0.0
12669,2,1044,150,1317.0,658.5,90,1.18,2,0,0.0
14973,3,369,107,1314.4,438.1,29,3.81,3,0,0.0
16040,3,684,65,1313.6,437.9,57,3.17,3,0,0.0
18177,7,704,31,1313.6,187.7,53,3.07,7,1,0.14
17004,2,771,46,1312.1,656.0,38,1.1,2,0,0.0
13501,2,557,242,1310.5,655.3,52,0.88,2,1,0.5
14477,5,719,19,1307.8,261.6,7,27.8,5,1,0.2
15411,5,514,26,1304.8,261.0,84,1.63,5,1,0.2
18167,6,347,3,1304.5,217.4,24,2.49,6,3,0.5
17919,1,756,88,1304.0,1304.0,23,0.0,1,0,0.0
15813,2,603,207,1303.9,652.0,40,0.82,2,0,0.0
16110,3,714,45,1302.5,434.2,278,0.79,3,0,0.0
17368,9,634,23,1302.3,144.7,91,2.66,9,1,0.11
16370,4,640,82,1301.9,325.5,143,0.65,4,0,0.0
13012,10,668,9,1301.7,130.2,67,2.74,10,2,0.2
12919,8,668,8,1301.4,162.7,34,3.16,8,2,0.25
16464,3,952,19,1298.7,432.9,152,0.54,3,0,0.0
12783,4,611,2,1295.9,324.0,74,0.95,4,0,0.0
16929,7,929,3,1295.4,185.1,51,2.0,7,0,0.0
16120,5,866,59,1294.1,258.8,26,0.0,5,1,0.2
17961,39,559,21,1293.9,33.2,210,1.42,39,0,0.0
15146,3,1455,164,1293.9,431.3,89,1.37,3,1,0.33
16045,4,875,119,1290.6,322.6,68,2.16,4,0,0.0
14856,3,711,36,1290.5,430.2,65,0.31,3,0,0.0
14921,2,905,30,1290.4,645.2,76,2.28,2,0,0.0
14047,7,377,8,1290.0,184.3,22,11.03,7,2,0.29
14738,9,576,39,1289.9,143.3,39,5.04,9,2,0.22
14071,9,859,3,1289.7,143.3,269,0.8,9,1,0.11
13168,5,667,36,1288.0,257.6,101,2.24,5,1,0.2
15596,9,534,100,1287.2,143.0,48,3.4,9,4,0.44
16571,5,1176,3,1285.2,257.0,73,2.65,5,2,0.4
17671,6,659,15,1284.1,214.0,40,5.83,6,2,0.33
15136,5,775,2,1282.5,256.5,61,1.38,5,1,0.2
12854,5,621,78,1280.9,256.2,97,2.12,5,2,0.4
13538,7,175,43,1280.8,183.0,10,11.33,7,0,0.0
15494,2,1139,21,1280.6,640.3,120,0.83,2,0,0.0
17095,5,610,22,1276.6,255.3,68,4.22,5,2,0.4
13232,7,756,12,1276.5,182.4,142,1.18,7,0,0.0
13878,1,463,54,1271.6,1271.6,35,0.0,1,0,0.0
16899,6,520,7,1271.1,211.8,80,2.89,6,0,0.0
13492,3,408,136,1269.8,423.3,38,1.59,3,0,0.0
13431,2,672,67,1269.1,634.5,44,0.47,2,0,0.0
16224,4,1095,57,1269.0,317.3,87,2.09,4,0,0.0
15199,4,396,59,1268.7,317.2,5,20.75,4,0,0.0
14511,6,772,11,1267.4,211.2,53,1.74,6,1,0.17
17158,3,778,32,1267.0,422.3,53,4.97,3,0,0.0
13989,2,1313,65,1266.1,633.0,33,4.35,2,0,0.0
14916,5,1132,70,1264.8,253.0,72,3.26,5,1,0.2
16951,4,1306,123,1262.8,315.7,73,2.1,4,1,0.25
16688,4,804,1,1260.9,315.2,52,0.97,4,0,0.0
16842,4,692,64,1260.4,315.1,45,3.78,4,1,0.25
14105,2,798,85,1260.3,630.1,74,2.05,2,1,0.5
15563,4,1414,8,1260.3,315.1,84,3.21,4,1,0.25
15497,3,622,17,1259.7,419.9,13,20.13,3,1,0.33
14669,3,770,241,1259.2,419.7,158,0.55,3,0,0.0
17412,7,738,2,1258.1,179.7,48,5.69,7,0,0.0
12576,6,944,35,1257.4,209.6,69,3.16,6,1,0.17
13848,3,3700,92,1255.0,418.3,3,68.5,3,0,0.0
16744,7,786,11,1254.2,179.2,192,0.71,7,0,0.0
17262,5,367,52,1253.4,250.7,9,28.55,5,0,0.0
15009,3,627,12,1251.6,417.2,145,0.07,3,0,0.0
17350,5,734,8,1251.4,250.3,66,0.61,5,1,0.2
13151,2,361,203,1250.4,625.2,73,1.24,2,1,0.5
17481,5,1060,3,1249.3,249.9,69,1.1,5,1,0.2
14383,3,817,38,1247.7,415.9,49,2.16,3,0,0.0
13029,3,134,30,1247.5,415.8,8,35.89,3,0,0.0
16101,3,738,9,1246.0,415.3,76,0.74,3,2,0.67
12352,8,459,36,1245.6,155.7,56,3.17,8,1,0.13
12488,3,526,9,1244.7,414.9,45,1.25,3,0,0.0
16531,7,915,22,1244.6,177.8,68,4.45,7,0,0.0
17388,4,1062,77,1244.3,311.1,12,16.15,4,0,0.0
14665,7,494,60,1243.1,177.6,62,2.17,7,2,0.29
14794,9,657,2,1241.5,137.9,66,4.2,9,2,0.22
17588,3,676,100,1240.2,413.4,19,6.0,3,0,0.0
13860,6,589,1,1240.0,206.7,58,1.12,6,1,0.17
14267,7,453,150,1239.5,177.1,24,1.72,7,4,0.57
14893,2,799,9,1237.9,619.0,72,0.03,2,0,0.0
12775,6,834,17,1236.0,206.0,45,4.9,6,1,0.17
14758,4,281,144,1235.8,308.9,47,2.05,4,0,0.0
17037,2,648,78,1233.4,616.7,74,0.12,2,1,0.5
18080,2,642,18,1231.5,615.8,2,224.0,2,0,0.0
13931,3,721,85,1230.9,410.3,56,3.36,3,1,0.33
12620,3,1144,14,1227.5,409.2,83,2.24,3,0,0.0
14913,4,1743,35,1227.4,306.9,76,3.77,4,0,0.0
17584,3,446,7,1227.3,409.1,30,3.43,3,1,0.33
15910,8,1012,0,1226.3,153.3,214,1.2,8,0,0.0
17802,4,731,82,1221.2,305.3,103,2.04,4,1,0.25
17019,4,809,11,1219.8,304.9,163,1.6,4,0,0.0
15227,5,750,36,1219.4,243.9,43,4.93,5,0,0.0
14698,5,602,1,1217.3,243.5,148,0.25,5,0,0.0
14507,7,528,23,1215.2,173.6,75,2.88,7,1,0.14
17410,5,616,16,1214.7,242.9,57,3.16,5,0,0.0
14297,5,832,17,1214.0,242.8,46,4.43,5,1,0.2
15376,3,611,40,1213.8,404.6,99,1.6,3,0,0.0
13918,2,1140,49,1212.8,606.4,30,7.03,2,0,0.0
15841,5,926,64,1209.1,241.8,35,5.83,5,1,0.2
18171,7,477,58,1208.5,172.6,43,5.0,7,2,0.29
12364,4,1499,7,1208.1,302.0,69,1.31,4,0,0.0
16762,3,480,19,1207.2,402.4,51,2.02,3,0,0.0
14428,7,419,7,1206.8,172.4,107,2.29,7,2,0.29
16681,6,1173,72,1206.0,201.0,16,5.48,6,0,0.0
15004,1,616,147,1205.9,1205.9,151,0.0,1,0,0.0
17633,6,622,31,1202.7,200.5,58,4.75,6,2,0.33
13158,4,784,94,1201.1,300.3,59,2.87,4,0,0.0
15605,5,441,36,1198.2,239.6,61,5.11,5,0,0.0
16493,6,885,72,1198.0,199.7,36,4.59,6,2,0.33
12997,7,648,22,1197.9,171.1,45,4.47,7,3,0.43
12372,3,788,71,1196.0,398.7,33,4.69,3,0,0.0
17720,4,576,26,1195.9,299.0,39,6.96,4,0,0.0
12967,4,243,3,1194.8,298.7,21,11.5,4,2,0.5
13055,4,879,64,1194.2,298.6,73,1.96,4,1,0.25
12611,1,846,52,1193.3,1193.3,65,0.0,1,0,0.0
14898,8,987,23,1192.8,149.1,86,3.16,8,2,0.25
14684,5,811,25,1192.2,238.4,228,0.88,5,0,0.0
16612,4,506,32,1187.7,296.9,48,4.29,4,0,0.0
17800,9,731,37,1186.2,131.8,50,2.94,9,0,0.0
13328,1,632,316,1186.1,1186.1,16,0.0,1,0,0.0
12985,3,1401,0,1185.0,395.0,71,0.37,3,1,0.33
15630,3,799,45,1180.4,393.5,57,2.65,3,1,0.33
17058,3,592,81,1179.9,393.3,51,2.59,3,0,0.0
16950,3,644,56,1178.6,392.9,39,7.59,3,0,0.0
12516,2,856,77,1178.3,589.1,18,4.68,2,0,0.0
13208,5,761,59,1177.3,235.5,121,1.75,5,0,0.0
15306,3,810,64,1174.4,391.5,57,1.47,3,0,0.0
13564,2,635,354,1174.0,587.0,67,0.18,2,0,0.0
12526,3,624,0,1172.7,390.9,63,1.4,3,0,0.0
17320,3,622,100,1170.0,390.0,56,3.77,3,0,0.0
16639,4,503,25,1169.4,292.4,48,4.12,4,1,0.25
14064,7,1334,29,1168.9,167.0,59,3.14,7,2,0.29
14745,6,1020,112,1167.2,194.5,46,2.51,6,1,0.17
16653,3,723,16,1166.9,389.0,67,0.73,3,1,0.33
14857,3,455,59,1165.6,388.5,58,1.48,3,1,0.33
15145,4,732,4,1164.7,291.2,53,3.81,4,0,0.0
14737,3,345,3,1164.5,388.2,15,21.88,3,0,0.0
14261,2,406,50,1163.4,581.7,52,0.55,2,0,0.0
14447,5,571,18,1163.2,232.6,54,3.8,5,0,0.0
16800,1,524,11,1162.7,1162.7,148,0.0,1,0,0.0
18263,4,1419,23,1162.1,290.5,57,3.88,4,1,0.25
17653,5,1400,29,1160.9,232.2,43,1.9,5,1,0.2
15621,6,463,4,1158.8,193.1,11,1.0,6,2,0.33
12818,2,914,178,1157.9,579.0,13,5.93,2,1,0.5
16949,7,778,3,1156.2,165.2,56,5.31,7,1,0.14
16184,7,560,64,1155.5,165.1,26,3.27,7,1,0.14
16062,4,800,9,1153.6,288.4,50,5.63,4,0,0.0
14487,7,711,26,1152.7,164.7,112,2.44,7,1,0.14
13499,7,1358,17,1147.0,163.9,31,5.73,7,2,0.29
16766,2,536,273,1145.6,572.8,17,0.0,2,0,0.0
13752,6,873,124,1145.4,190.9,63,1.67,6,0,0.0
15810,7,737,78,1145.4,163.6,66,1.96,7,3,0.43
12769,1,356,238,1143.6,1143.6,32,0.0,1,0,0.0
17770,5,365,198,1143.3,228.7,33,2.27,5,0,0.0
12412,3,824,74,1142.9,381.0,42,1.67,3,0,0.0
16270,1,688,353,1141.2,1141.2,54,0.0,1,0,0.0
13330,3,751,92,1140.9,380.3,37,4.29,3,0,0.0
13819,3,1109,301,1140.4,380.1,26,0.51,3,0,0.0
15088,3,457,21,1140.3,380.1,53,0.78,3,1,0.33
16172,5,787,95,1140.2,228.0,52,2.15,5,0,0.0
12689,2,622,25,1139.6,569.8,56,1.48,2,0,0.0
13500,4,585,23,1136.8,284.2,60,1.5,4,1,0.25
13491,10,819,51,1135.8,113.6,68,4.01,10,0,0.0
13813,5,535,39,1135.6,227.1,52,1.46,5,1,0.2
